,belongs_to_collection,budget_processed,budget,genre_rank,num_genres,has_homepage,originally_english,topStudio,numTopStudios,num_studios,studioRank,num_production_countries,topCountry,countryRank,usa_produced,1960s,1970s,1980s,1990s,2000s,2010s,mondayRelease,tuesdayRelease,wednesdayRelease,thursdayRelease,fridayRelease,saturdayRelease,sundayRelease,Winter,Fall,Spring,Summer,runtime_processed,spoken_english,num_languages,has_tagline,num_keywords,numTopKeywords,keywordRank,cast_num,topLeadActor,numTopActors,actorRanks,topActorRank,crew_num,topLeadDirector,numTopDirectors,directorsRank,topLeadExecProd,numTopExecProd,execProdRank,topLeadProducer,numTopProducers,producersRank,topLeadComposer,numTopComposers,composersRank,topLeadDirectorPhoto,numTopDirectorsPhoto,directorsPhotoRank,topLeadEditor,numTopEditors,editorsRank,budget_to_year_ratio,runtime_to_year_ratio,inflationBudget,popularity,popularity_year_ratio,log_revenue,revenue
1928,0,65000000,65000000,8,2,1,1,0,0,4,148.5,2,1,3.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,159,1,1,1,10,1,40,18,1,0,434.3888889,13,18,0,0,276,0,0,256,0,0,586,0,0,81,0,0,363,0,0,681,16.2662622,0.07953977,94250000,13.268484,0.735677861,18.90366975,162091208
1929,0,62738444.5,0,10,1,0,1,0,0,3,200.6666667,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,1,1,1,4,0,110,16,0,0,1592.375,57,5,0,0,174,0,0,606,0,0,800.5,0,0,81,0,0,290,0,0,681,15.76332925,0.053132832,0,3.743212,0.217305317,17.74521946,50892160
1930,0,153355533,0,12,4,1,1,1,1,1,62,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,105,1,2,1,4,0,100,23,0,0,790.826087,165,4,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,37.88292437,0.052186879,0,5.426921,0.28381139,17.76395953,51854875
1931,1,175000000,175000000,14.33333333,3,1,1,1,1,7,96.71428571,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,96,1,1,1,12,2,16.16666667,18,1,0,863.8888889,26,27,0,0,117,0,0,39.8,0,0,222.6,0,0,81,0,0,222,0,0,348,43.44535034,0.047832586,228550000,9.156877,0.475193143,18.96880216,173000000
1932,1,83000000,83000000,13.25,4,1,1,0,1,2,130,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,90,1,1,1,6,2,64,14,0,0,1058.857143,337,18,0,0,148,0,0,202,0,0,356.4,0,1,40,0,0,263,0,0,272,20.75,0.045,118856000,6.053595,0.312183218,17.90095355,59468275
1933,0,40000000,40000000,10,1,0,1,0,0,4,209,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,117,1,1,1,5,1,34.6,29,0,0,604.4137931,186,9,0,0,115,0,0,124.3333333,0,0,351.1666667,0,0,81,0,0,363,0,0,681,9.861456399,0.058093347,47200000,10.395472,0.430774632,18.63170808,123494610
1934,1,28000000,28000000,10.5,4,0,1,0,0,1,196,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,123,1,2,0,5,1,13.6,29,0,0,258.2413793,191,9,0,0,197,0,0,606,0,0,533.6666667,0,0,81,0,0,363,0,0,681,7.014021028,0.061561562,41104000,13.162168,0.736858163,16.45823153,14051384
1935,0,10000000,10000000,14,2,0,1,0,1,5,15,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,105,1,1,1,3,0,133.3333333,14,0,0,2086.714286,337,10,0,0,225,0,0,606,0,0,1601,0,1,40,0,0,233,0,0,455,2.522652791,0.052737318,15940000,5.402262,0.313988208,17.04220573,25196249
1936,0,20000000,20000000,4.333333333,3,0,1,0,0,3,338.3333333,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,115,1,2,1,2,0,57,14,0,0,966.8571429,162,44,0,0,379,0,0,30.5,0,0,246.1,0,0,81,0,1,71,0,0,105.2222222,4.960238726,0.057270916,25760000,12.392754,0.598533707,16.82175711,20211394
1937,1,1500000,1500000,13.5,4,0,1,0,0,1,866,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,101,1,2,1,3,0,54.66666667,16,0,0,936.9375,322,14,0,0,379,0,0,606,0,0,986,0,0,81,0,0,363,0,0,340.5,0.381072776,0.050907258,2580000,6.241185,0.372730312,16.94281533,22812411
1938,0,30000000,30000000,11,4,0,1,0,0,1,242,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,106,1,1,1,8,0,62.375,11,0,0,2051.545455,123,8,0,0,379,0,0,260,0,0,927.5,0,1,51,0,0,302,0,0,340.5,7.537641095,0.053132832,45660000,5.188399,0.301203002,16.99556243,24048000
1939,0,857908,0,10.5,2,1,1,0,0,1,1062,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,80,1,2,1,0,0,400,10,0,0,1501.4,337,12,0,0,379,0,0,202,0,0,400.25,0,0,81,0,0,277,0,0,681,0.211295679,0.039702233,0,7.834161,0.39195823,13.91082165,1100000
1940,0,1000000,1000000,7,4,0,1,0,0,2,189.5,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,78,1,2,1,6,2,8.333333333,6,0,0,340.1666667,337,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.248506723,0.03888335,1324000,2.392367,0.139083007,9.212238569,10018
1941,1,40000000,40000000,8,3,0,1,0,0,6,317.8333333,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,98,1,3,1,1,1,36,10,0,0,2310.9,102,93,0,0,100,0,0,165.6666667,0,0,278.1875,0,1,36,0,0,363,0,0,84.5,9.960119681,0.048902196,54400000,7.15606,0.331983994,17.07958083,26155781
1942,1,50589532,0,6.666666667,3,0,1,0,0,1,271,2,1,3.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108,1,1,1,4,0,122,10,0,0,773.5,337,10,0,0,379,0,0,606,0,0,600,0,1,38,0,1,131,0,0,681,12.89115145,0.05451792,0,7.798615,0.559933208,16.83453852,20471382
1943,0,1500000,1500000,5,1,0,1,0,0,4,55.25,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,111,1,1,1,14,2,4.714285714,9,0,0,2046.777778,192,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.373132008,0.055361596,2013000,4.173231,0.22762095,13.47624743,712294
1944,0,24835856.67,0,7.5,2,0,1,0,0,3,394,2,0,13,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,86,1,1,0,5,2,15.6,47,0,0,414.8297872,337,22,0,0,379,0,0,606,0,0,301,0,0,81,0,0,326,0,1,84,6.129027853,0.042722305,0,8.471415,0.43578212,15.21911105,4069826
1945,0,25000000,25000000,7,2,1,1,0,0,1,400,1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,117,1,2,1,5,0,80,13,0,0,812.0769231,337,1,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,6.194127422,0.058237929,31750000,1.862215,0.092634811,16.84658353,20719451
1946,0,12000000,0,8,2,0,0,0,0,1,400,1,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,138,0,1,0,0,0,400,13,0,0,500.7692308,337,7,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,2.982080677,0.068793619,0,1.479018,0.085984413,17.02399934,24741667
1947,0,5000000,5000000,7,2,1,1,0,0,1,504,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,92,1,2,0,1,1,11,5,0,0,989.6,254,6,0,0,379,0,0,606,0,0,581,0,0,81,0,0,363,0,0,681,1.230237465,0.045634921,5720000,8.966129,0.405372777,15.71761823,6700000
1948,0,35000000,35000000,14,1,1,1,1,1,6,62.5,2,1,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,100,1,3,1,3,0,278.3333333,16,0,0,936.125,56,17,0,0,142,1,1,95.66666667,0,0,123.1428571,0,1,16,0,1,26,0,0,193,8.680417771,0.049800797,45080000,10.08043,0.486855233,18.2630546,85416905
1949,0,11511922.83,0,7,2,0,0,0,0,6,227.1666667,2,0,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,128,1,4,0,10,3,39.3,9,0,0,1063.888889,337,12,0,0,379,0,0,303,0,0,224.5,0,1,72,0,0,363,0,0,681,2.875104885,0.063968016,0,8.164312,0.431006002,14.78182574,2628241
1950,0,14084918.83,0,5,1,0,1,0,0,3,133.3333333,2,1,15.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,122,1,1,1,0,0,400,9,0,0,1352.111111,235,22,0,0,189.5,0,0,53.6,0,0,397.7142857,0,0,81,0,0,363,0,0,681,3.479352225,0.060636183,0,1.655794,0.086592968,9.60487934,14836
1951,0,6500000,6500000,8.666666667,3,0,1,0,0,2,200,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,105,1,1,1,27,1,11.14814815,14,0,0,1380.5,318,19,0,0,82,0,0,465,0,0,446.3333333,0,0,81,0,0,199,0,0,505,1.657994082,0.053030303,11648000,9.3806,0.654794197,17.27808525,31899000
1952,0,63710000,0,7,2,0,1,0,0,1,316,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,126,1,3,1,5,0,142.8,43,0,0,268.7674419,337,11,0,0,317,0,0,202,0,0,335.2,0,0,81,0,0,322,0,0,408,16.02349677,0.063189569,0,4.322544,0.232882752,17.72797267,50021959
1953,0,40000000,40000000,5,1,1,1,0,0,1,154,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,138,1,1,0,21,2,16.80952381,16,1,0,1123.375,13,52,0,0,71.66666667,0,0,303,0,0,455.2857143,0,0,81,0,1,158.5,0,1,89,10.08048257,0.069277108,63040000,12.330249,0.61777809,19.3095599,243240178
1954,0,855000,855000,10.5,2,0,1,0,0,1,242,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,96,1,2,1,11,1,20.81818182,18,0,0,430.0555556,337,29,0,0,91,0,0,606,0,0,766,0,1,70,0,0,361,0,0,681,0.204846893,0.046989721,562590,1.121417,0.952426532,13.99783295,1200000
1955,1,42000000,42000000,5,1,0,1,0,0,1,496,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,104,1,1,1,24,1,8.083333333,16,0,0,846.4375,107,23,0,0,211,0,0,606,0,0,548,0,1,24,0,0,178,0,0,160.1666667,10.60579278,0.052261307,67704000,14.007329,0.797930204,18.60255519,119946358
1956,0,4000000,4000000,9.25,4,0,1,0,0,3,506.6666667,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,90,0,1,1,1,1,46,11,0,0,2155.090909,335,20,0,0,379,0,0,606,0,0,533.6666667,0,1,75,0,0,171,0,0,340.5,1.005018813,0.045112782,6088000,0.737602,0.042820133,12.87262941,389503
1957,0,500000,500000,10,1,1,1,0,0,1,1087,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,87,1,1,0,0,0,400,8,0,0,753.875,337,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.123513393,0.043240557,608000,1.946823,0.101812896,13.12236538,500000
1958,0,24000000,24000000,5,1,1,1,0,0,3,374.3333333,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,126,1,1,1,10,0,68.7,19,1,0,457.4736842,8,32,0,0,174,0,0,219.25,0,0,314.1111111,0,0,81,0,0,213,0,0,477,6.006004503,0.063031516,34800000,9.526781,0.52821723,18.29902251,88545092
1959,0,12000000,0,4,2,1,1,0,0,0,400,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,85,1,1,1,4,2,14.25,1,0,0,7787,337,2,0,0,189.5,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,2.970223509,0.042288557,0,2.065029,0.106943111,10.47607597,35456
1960,0,153355533,0,5,1,0,1,1,1,1,62,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,118,1,1,1,3,0,133.3333333,20,0,0,815.15,337,22,0,0,379,1,2,21.66666667,0,3,61,0,1,30,0,1,45.5,0,0,255.5,38.10988098,0.058823529,0,5.244654,0.304903993,17.56847804,42647449
1961,0,28000000,28000000,8,3,0,1,0,0,1,271,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,114,1,2,1,4,1,81.25,20,1,0,685.95,29,35,0,0,88,0,0,325,0,0,707.3333333,0,0,81,0,0,118,0,0,227,7.084762094,0.057344064,46144000,8.318954,0.434485623,18.45192391,103173635
1962,0,274643.75,0,8.5,2,0,0,0,0,2,523,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,91,0,1,0,1,1,46,15,0,0,519.1333333,337,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.068523821,0.045454545,0,0.35233,0.018905592,12.52323372,274643.75
1963,0,9000000,9000000,11,2,0,1,0,0,3,590,2,0,1.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,111,1,1,1,5,0,33,24,0,0,754,337,13,0,0,379,0,0,202,0,0,591.6,0,1,43,0,1,87,0,0,681,2.28413352,0.055919395,15318000,15.236541,0.893435614,15.88692157,7936012
1964,0,7646609.5,0,9.2,5,0,1,0,0,2,363.5,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,108,1,2,1,0,0,400,15,1,1,661.2666667,19,3,0,0,379,0,0,606,0,0,1601,0,0,81,0,1,60,0,0,681,1.887041113,0.053651267,0,9.609726,0.494338522,9.363147292,11650
1965,0,58000000,58000000,8,4,0,1,0,0,3,222,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,127,1,2,1,4,1,112.25,31,0,0,793.9677419,160,17,0,0,219,0,0,606,0,0,823,0,1,26,0,1,97,0,0,243,14.734814,0.064012097,99760000,9.508061,0.567831677,17.07086187,25928721
1966,0,85000000,85000000,11,2,1,1,0,0,4,192.25,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,115,1,3,1,6,1,50.33333333,17,0,0,689.5294118,123,20,0,0,379,0,0,59,0,0,428.7142857,1,1,16,0,1,86,0,1,85,20.99727678,0.057157058,103360000,8.338675,0.436087229,19.15341495,208076205
1967,0,343341,0,7,2,1,1,0,0,1,1085,1,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,90,1,1,1,4,2,27.5,14,0,0,1008.428571,285,22,0,0,379,0,0,101,0,0,114.3571429,0,0,81,0,0,197,0,0,681,0.084730178,0.044709389,0,7.745083,0.398418528,12.74648231,343341
1968,0,8500000,8500000,13.66666667,3,1,1,0,0,10,174.8,3,0,7.666666667,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,90,1,2,0,7,1,24.28571429,17,0,0,666.4117647,239,57,0,0,189.5,0,0,147.5714286,0,0,95.33333333,0,0,40.5,0,0,181.5,0,0,340.5,2.095559485,0.04468719,10030000,6.911759,0.286414166,15.83041371,7500000
1969,0,9000000,9000000,7,4,0,1,0,0,1,242,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,1,1,1,13,6,19.15384615,15,0,0,1633.733333,337,15,0,0,379,0,0,606,0,0,473.6666667,0,0,81,0,0,260,0,0,412,2.286436655,0.050403226,15480000,0.941383,0.05622041,16.15393614,10364904
1970,1,120000000,120000000,16,4,1,1,0,2,5,97.6,2,1,3.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,126,1,1,1,9,2,90.22222222,22,1,0,292.0909091,44,80,0,2,26.75,1,2,43,0,1,107.4,0,1,32,0,0,149,0,1,70.42857143,29.61376981,0.062593145,143760000,3.918287,0.20156248,19.84485038,415440673
1971,0,5952000,5952000,11.33333333,3,0,1,0,0,4,280.25,1,1,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,87,1,1,1,9,2,22.55555556,20,0,0,247.9,337,18,0,0,342,0,0,303,0,0,533.6666667,1,1,5,0,0,188,0,0,607,1.513622219,0.04387292,10344576,7.945039,0.487143049,14.56713417,2120439
1972,0,2300000,2300000,7.5,2,0,1,0,0,1,271,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100,1,1,1,4,0,29,14,0,0,1014.642857,198,10,0,0,334,0,0,606,0,0,645.5,0,0,81,0,0,168,0,0,681,0.587267879,0.050530571,4163000,4.806374,0.287284635,16.81124288,20000000
1973,0,2000000,2000000,10,1,1,0,0,0,1,400,1,0,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,207,0,1,0,1,1,94,12,0,0,648.9166667,337,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.494545045,0.102933864,2468000,0.74156,0.038507816,12.88364161,393816
1974,0,80000000,80000000,7.5,4,1,1,1,1,4,85.5,1,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,114,1,1,1,8,0,38.875,22,1,0,676.6363636,46,91,0,0,81.66666667,0,0,231,0,0,288.4,0,1,62,0,1,51,0,0,61.42857143,19.68379945,0.056547619,91520000,10.385757,0.469556389,17.76865806,52099090
1975,0,10000000,10000000,10,1,1,1,0,0,2,473.5,1,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,85,1,1,0,0,0,400,12,0,0,1409.583333,203,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,2.477650969,0.042309607,12700000,1.192891,0.059339675,17.68119277,47735826.25
1976,1,40000000,40000000,13,3,0,1,0,0,4,431,2,1,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,117,1,1,1,5,0,23.4,7,0,0,3016.571429,194,8,0,0,379,0,0,606,0,0,800.5,0,0,81,0,0,363,0,0,681,10,0.0585,57280000,9.800232,0.505396869,17.22332288,30199105
1977,1,11715578,11715578,7.333333333,3,1,0,0,0,1,465,1,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,108,0,3,1,13,1,3.076923077,13,0,0,522.2307692,240,8,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,242,2.905603185,0.053784861,15089664.46,6.004257,0.28998802,16.90147647,21888598
1978,0,10000000,10000000,7.5,2,0,1,0,0,1,683,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,83,1,1,1,7,0,57.14285714,10,0,0,1845.7,337,20,0,0,189.5,0,0,606,0,0,894,0,0,81,0,0,363,0,0,681,2.472725223,0.041272999,12340000,5.872794,0.304963143,15.30110282,4417580
1979,0,63710000,0,5,1,0,1,0,0,1,316,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,112,1,1,1,2,0,58,11,0,0,2497.818182,291,15,0,0,379,0,1,34.5,0,0,59.66666667,0,0,81,0,0,315,0,0,518,16.03958058,0.056196688,0,3.199976,0.175488878,16.95283792,23042200
1980,1,54000000,54000000,16,4,0,1,0,0,3,130.3333333,2,1,3.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,127,1,1,1,13,4,52.84615385,48,0,0,379.125,249,60,0,0,42.11111111,0,0,606,0,0,510.5,0,0,81,0,0,185,0,0,237.5,13.77410468,0.064141414,96768000,10.301621,0.719084243,19.06494597,190458706
1981,0,25343834.5,0,7,2,0,1,0,0,3,544,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,98,1,1,1,12,3,29.08333333,23,0,0,489.3478261,337,11,0,0,379,0,0,606,0,0,800.5,0,0,81,0,0,363,0,0,681,6.374146134,0.049147442,0,1.881932,0.101391566,15.2450878,4176932
1982,0,70000000,70000000,10,1,0,1,1,1,4,125.25,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,104,1,3,1,2,0,200,20,1,0,516.4,47,39,0,1,39,1,1,101.3333333,0,1,105.1111111,0,0,40.5,0,0,110,0,0,59.8,17.36083554,0.051792829,90160000,9.756289,0.471200172,19.23600564,225990978
1983,0,1379375,1379375,4,2,0,0,0,0,3,133.3333333,4,0,5.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,108,0,2,0,4,1,5.25,12,0,0,648.9166667,337,12,0,0,379,0,0,606,0,0,400.25,0,0,81,0,0,363,0,0,681,0.33972871,0.053598015,1602833.75,2.214179,0.110779659,11.56264853,105097
1984,0,40000000,40000000,14,4,1,1,1,0,4,102.75,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,140,1,2,1,1,1,2,18,0,0,296.6666667,337,37,0,0,149,0,1,31.66666667,0,0,139.4444444,1,1,25,0,1,27,0,1,25.5,9.900745031,0.069651741,50080000,11.690781,0.605438707,19.69563116,357852395
1985,0,13200241,0,7.5,2,0,0,0,0,1,400,1,0,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,186,0,2,0,3,2,47.66666667,19,0,0,747.5789474,243,10,0,0,379,0,0,606,0,0,677,0,0,81,0,0,363,0,0,681,3.2901823,0.092860709,0,5.584308,0.274476232,16.39574572,13200241
1986,0,10000000,10000000,8.333333333,3,0,1,0,0,3,222,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,104,1,1,1,5,0,148.8,25,0,0,703.36,176,37,0,0,244,0,0,193.5,0,0,1038.2,0,0,81,0,0,142,0,0,563.6666667,2.530272176,0.052313883,16480000,5.611184,0.293063139,16.8829474,21486757
1987,1,1900000,1900000,8.333333333,3,0,0,0,0,1,400,1,0,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,123,0,1,0,3,0,132.3333333,9,0,0,2590.666667,337,10,0,0,379,0,0,606,0,0,800.5,0,0,81,0,0,363,0,0,340.5,0.472633877,0.061346633,2549800,2.004745,0.109345004,15.59046308,5900000
1988,1,5000000,5000000,7.5,2,0,1,0,0,1,483,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,88,1,1,1,15,3,14.86666667,23,0,0,1054.956522,292,9,0,0,320,0,0,476,0,0,438.6666667,0,0,81,0,0,166,0,0,651,1.265136088,0.044265594,8240000,6.199806,0.323805922,16.6929523,17768757
1989,0,37000000,37000000,13,4,0,1,0,0,3,338,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,118,1,1,1,3,1,69,12,0,0,1618.25,198,7,0,0,379,0,0,606,0,0,281.5,0,0,81,0,1,86,0,0,126,9.277812563,0.059088633,54982000,3.742824,0.211416521,15.6845699,6482195
1990,0,4000000,4000000,9,3,0,0,0,0,1,400,1,0,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,160,0,1,0,1,1,50,8,0,0,973.375,337,4,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,0.989090089,0.079562407,4936000,0.372987,0.019368513,15.60727019,6000000
1991,0,73423835.33,0,11.25,4,0,1,0,1,3,613.6666667,1,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,75,1,1,1,4,2,96.5,20,0,1,447.6,337,10,0,0,189.5,0,2,207.3333333,0,0,420.25,0,0,81,0,0,363,0,0,677,18.10164877,0.037239325,0,6.0955,0.252589471,15.33524825,4571025
1992,0,67000000,67000000,8.25,4,0,1,0,0,2,397.5,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,101,1,1,1,8,0,69,24,0,0,1036.166667,102,18,0,0,322,0,0,415,0,0,595.6,0,0,81,0,0,253,0,0,558,16.81720154,0.050601202,100768000,11.845918,0.715045324,17.67132298,47267001
1993,0,65000000,65000000,10,3,1,1,0,0,3,206,1,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,120,1,4,1,8,1,97.25,51,0,0,146.5490196,337,72,0,1,92,0,0,182,0,0,174.25,1,1,23,0,0,110,0,0,104.6,16.00896502,0.05955335,75530000,13.257467,0.663296721,19.27792704,235666219
1994,0,50000000,50000000,8.6,5,1,1,0,0,5,168.6,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,144,1,2,1,13,3,8.769230769,33,0,0,375.969697,337,78,1,1,8,0,0,202,0,1,79.75,0,0,81,0,1,52,0,1,21.3,12.30237465,0.071428571,57200000,18.022579,0.814829109,18.05556126,69411370
1995,0,19000000,19000000,9.5,2,0,1,0,0,2,370.5,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,105,1,2,1,5,1,96.4,6,0,0,4464.666667,150,8,0,0,379,0,0,606,0,0,187.5,0,1,62,0,0,330,0,0,681,4.764282127,0.052578868,28234000,4.347079,0.245548366,17.60721768,44332015
1996,0,60000000,60000000,8.333333333,3,0,1,1,0,4,171.25,1,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,100,1,2,1,11,4,56.09090909,40,0,0,426.85,78,46,0,0,250,0,0,226,0,0,396.5555556,0,1,62,0,1,93,0,0,257.7142857,14.95510105,0.049925112,82680000,13.469862,0.662061792,18.60250898,119940815
1997,0,27000000,27000000,13.5,2,0,1,0,0,2,109.5,2,1,5.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,100,1,1,1,13,2,4.846153846,18,0,0,1079.944444,337,65,0,0,56.25,0,0,376,0,0,310,0,1,43,1,1,22,0,0,73.6,6.763520277,0.05005005,39636000,12.851984,0.71949312,17.11873919,27200316
1998,0,16928137,0,9.5,2,0,1,0,0,2,200,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,97,1,1,1,2,0,58,13,0,0,1574.153846,337,11,0,0,379,0,0,606,0,0,646.5,0,0,81,0,0,243,0,0,575,4.326698077,0.049039434,0,0.43491,0.026283951,16.64448777,16928137
1999,1,12303411,0,16.5,2,0,1,0,0,1,961,1,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,89,1,2,0,0,0,400,8,0,0,1786.125,337,2,0,0,379,0,0,606,0,0,1601,0,0,81,0,0,363,0,0,681,3.10372341,0.044701155,0,8.500628,0.494070253,14.03922435,1250712
2000,1,10000000,10000000,7.5,2,0,1,0,0,5,348,2,1,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,90,1,1,1,5,0,81.6,16,0,0,1322.5,337,87,0,0,94.75,0,0,91,0,0,109.7777778,0,0,81,0,0,363,0,0,186.5,2.497501874,0.044977511,14140000,10.414363,0.549789493,17.89673256,59217789
2001,1,35000000,35000000,12.33333333,3,0,1,0,0,1,620,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93,1,1,1,16,2,1.875,66,0,0,316.3030303,337,30,0,0,379,0,0,606,0,0,660,0,0,81,0,0,84,0,0,681,8.767526285,0.046546547,51380000,13.495247,0.755504938,16.76862553,19165560
