id,belongs_to_collection,original_budget,budget_processed,genre_rank,num_genres,has_homepage,originally_english,topStudio,numTopStudios,num_studios,studioRank,num_production_countries,topCountry,countryRank,usa_produced,release_date,1960s,1970s,1980s,1990s,2000s,2010s,mondayRelease,tuesdayRelease,wednesdayRelease,thursdayRelease,fridayRelease,saturdayRelease,sundayRelease,Winter,Fall,Spring,Summer,runtime_processed,spoken_english,num_languages,has_tagline,num_keywords,numTopKeywords,keywordRank,cast_num,topLeadActor,numTopActors,actorRanks,topActorRank,crew_num,topLeadDirector,numTopDirectors,directorsRank,topLeadExecProd,numTopExecProd,execProdRank,topLeadProducer,numTopProducers,producersRank,topLeadComposer,numTopComposers,composersRank,topLeadDirectorPhoto,numTopDirectorsPhoto,directorsPhotoRank,topLeadEditor,numTopEditors,editorsRank,budget_to_year_ratio,runtime_to_year_ratio,inflationBudget,popularity,popularity_year_ratio,log_revenue,revenue,log_budget,season,month,year,day_of_week,week_of_year,_budget_runtime_ratio,_budget_popularity_ratio,day
1204,0,62000000,62000000.0,10.0,4,1,1,0,0,3,407.3333333,2,0,8.5,1,4/20/00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,116,1,4,1,4,0,111.25,10,0,0,1507.5,64,19,0,0,379.0,0,0,606.0,0,0,1063.5,0,0,81.0,0,1,86.0,0,0,140.0,15.5,0.058,88784000.0,7.879924,0.4063668,18.6649313,127666415.0,17.9426449591384,1,4,2000,4,16,534482.7586206896,7868096.189760206,20
1205,0,0,52034889.0,10.0,1,0,1,0,0,1,242.0,1,1,3.0,1,7/22/87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,97,1,1,1,9,2,83.77777778,14,0,0,1189.357143,337,12,0,0,379.0,0,0,606.0,0,0,533.6666667,1,1,14.0,0,0,269.0,0,0,575.0,13.1794989,0.048817313,0.0,4.912295,0.32694272,17.37412269,35114428.0,17.767425013090104,2,7,1987,3,30,536442.1546391753,10592785.856712595,22
1206,1,6000000,6000000.0,15.0,2,1,1,0,0,4,489.75,1,1,3.0,1,5/22/81,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,1,1,1,14,3,31.07142857,14,0,0,2050.5,220,14,0,0,336.0,0,0,606.0,0,0,655.3333333,0,0,40.5,0,1,28.0,0,0,554.0,1.528911331,0.04997476,10644000.0,10.124544,0.726932718,17.73241565,50244700.0,15.607270193858982,1,5,1981,5,21,60606.06060606061,592619.2824091633,22
1207,0,0,5151936.0,5.0,1,0,0,0,0,2,200.0,2,0,17.5,0,11/18/05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,100,0,1,1,3,0,107.3333333,16,0,0,194.125,337,5,0,0,353.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,1.281568149,0.049875312,0.0,5.257142,0.286740814,15.45488332,5151936.0,15.45488331843069,3,11,2005,5,46,51519.36,979987.9858676064,18
1208,1,23000000,23000000.0,13.5,2,0,1,0,0,1,196.0,1,1,3.0,1,7/17/87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89,1,1,1,13,2,5.384615385,30,0,0,504.7666667,337,18,0,0,379.0,0,0,606.0,0,0,800.5,0,0,81.0,0,0,363.0,0,0,340.5,5.825485181,0.044791142,38318000.0,9.327986,0.620833462,17.76446346,51881013.0,16.951004817371683,2,7,1987,5,29,258426.96629213484,2465698.383338054,17
1209,1,6000000,6000000.0,8.666666667,3,1,1,0,0,2,207.0,1,1,3.0,1,8/21/87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,1,1,1,21,4,27.23809524,26,0,0,751.9230769,337,37,0,0,126.3333333,0,0,133.0,0,0,128.25,0,1,44.0,0,0,363.0,0,0,170.25,1.519691786,0.050327126,9996000.0,14.044122,0.934720623,19.18127288,213954274.0,15.607270193858982,2,8,1987,5,34,60000.0,427224.9984726706,21
1210,0,10000000,10000000.0,7.0,2,0,1,0,0,3,276.3333333,2,1,3.5,1,9/1/00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,103,1,2,1,10,0,40.0,56,0,0,254.3392857,247,65,0,1,28.33333333,0,0,28.6,0,0,136.1111111,0,1,42.0,0,0,231.0,0,0,81.4,2.5,0.0515,14320000.0,14.014025,0.722701703,18.24105004,83557872.0,16.118095750958314,3,9,2000,5,35,97087.3786407767,713570.8691828365,1
1211,0,52000000,52000000.0,10.0,1,1,1,0,1,4,135.75,1,1,3.0,1,2008/5/11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,112,1,1,1,7,0,18.42857143,18,0,0,1021.166667,285,41,0,0,69.5,0,0,606.0,0,0,282.3333333,0,0,81.0,0,0,215.0,0,0,253.5,12.85817116,0.055693685,64168000.0,6.906145,0.358623116,18.13898655,75450437.0,17.76675429577647,2,5,2008,7,19,464285.71428571426,7529526.240760945,11
1212,0,5000000,5000000.0,8.333333333,3,0,1,0,0,3,291.3333333,1,1,3.0,1,6/21/96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,135,1,2,1,4,0,55.75,21,0,0,664.4285714,337,24,0,0,379.0,0,0,475.0,0,0,440.3333333,0,0,81.0,0,0,114.0,0,0,230.25,1.25501504,0.067635271,7520000.0,9.069963,0.547482655,16.40101369,13269963.0,15.424948670398354,2,6,1996,5,25,37037.03703703704,551270.1650491849,21
1213,0,0,12000000.0,5.5,2,0,1,0,0,0,400.0,1,1,3.0,1,10/25/02,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,82,1,1,1,2,0,200.0,58,0,0,36.96551724,337,1,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,2.994008988,0.040959041,0.0,7.938629,0.425977013,14.82501983,2744253.0,16.300417291085605,3,10,2002,5,43,146341.46341463414,1511596.019917293,25
1214,0,0,459900.1667,9.5,2,1,1,0,0,3,133.3333333,1,1,3.0,1,1/20/10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,100,1,1,1,2,1,23.0,18,0,0,1269.333333,337,21,0,0,379.0,0,0,121.2,0,0,119.0,0,0,81.0,0,0,363.0,0,0,616.0,0.113833857,0.049751244,0.0,9.668784,0.500724125,12.28107343,215576.0,13.038766890380636,4,1,2010,3,3,4599.001667,47565.46083768134,20
1215,0,0,23132995.42,8.0,1,0,1,0,0,6,223.0,2,0,9.0,0,2005/5/16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,108,1,3,1,2,2,43.5,20,0,0,699.8,98,75,0,0,126.3333333,0,0,298.8333333,0,0,247.7,0,1,79.0,0,0,204.0,0,0,167.5,5.69181553,0.053571429,0.0,8.569996,0.387462982,16.1110807,9930095.0,16.956770572725922,1,5,2005,1,20,214194.40203703704,2699300.60877508,16
1216,0,0,6939505.5,6.5,2,0,1,0,0,1,987.0,1,1,3.0,1,8/22/86,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,89,1,1,1,10,2,21.1,13,0,0,1266.692308,337,16,0,0,379.0,0,0,606.0,0,0,400.25,0,0,81.0,0,0,363.0,0,0,183.0,1.759422072,0.044813696,0.0,10.273979,0.734481485,16.4121145,13418091.0,15.7527412204445,2,8,1986,5,34,77971.97191011236,675444.7814230494,22
1217,1,55000000,55000000.0,9.5,2,0,1,1,0,4,142.25,1,1,3.0,1,10/6/00,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,108,1,1,1,15,2,41.73333333,19,1,0,693.9473684,25,83,0,1,29.0,0,0,606.0,0,0,144.1111111,1,1,9.0,0,1,61.0,0,0,76.375,13.75,0.054,78760000.0,14.178281,0.731172367,19.6159479,330444045.0,17.822843761378564,3,10,2000,5,40,509259.25925925927,3879172.6585190403,6
1218,0,7000000,7000000.0,9.0,3,1,0,0,0,7,392.0,2,0,16.0,0,12/17/10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,101,0,1,0,15,3,2.866666667,13,0,0,307.6153846,337,15,0,0,379.0,0,0,271.0,0,0,472.5,0,1,53.0,0,0,363.0,0,0,681.0,1.73263038,0.050248756,8764000.0,4.896196,0.25356275,14.98447786,3218666.0,15.76142084987672,4,12,2010,5,50,69306.93069306931,1429681.3281167666,17
1219,0,5000000,5000000.0,12.75,4,1,1,0,0,0,400.0,1,1,2.0,0,4/28/08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,106,1,1,1,2,1,18.0,23,0,0,804.2173913,177,3,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,1.240059682,0.052788845,6440000.0,4.800426,0.23184651,14.07493589,1296184.0,15.424948670398354,1,4,2008,1,18,47169.811320754714,1041574.2269540245,28
1220,0,15000000,15000000.0,12.0,2,1,1,0,0,1,219.0,1,1,3.0,1,4/21/16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,94,1,1,1,10,1,65.9,29,0,0,665.8275862,337,17,0,0,379.0,0,0,606.0,0,0,345.25,1,1,1.0,0,0,363.0,0,0,394.0,3.690712396,0.046626984,17160000.0,7.942084,0.359074094,16.83916573,20566327.0,16.52356082573315,1,4,2016,4,16,159574.46808510637,1888673.048534868,21
1221,0,0,18592759.0,12.66666667,3,0,1,0,0,1,400.0,1,1,3.0,1,9/22/78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,107,1,1,1,20,0,40.7,11,0,0,1500.272727,107,16,0,1,90.0,0,0,393.0,0,0,245.4,0,1,24.0,0,0,363.0,0,0,681.0,4.752162309,0.054095046,0.0,5.634675,0.340533725,15.78757831,7185518.0,16.738282815595202,3,9,1978,5,38,173764.10280373832,3299703.88709198,22
1222,1,200000000,200000000.0,16.0,4,1,1,1,2,2,40.0,1,1,3.0,1,2006/11/11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,106,1,4,1,6,3,118.3333333,47,0,0,185.3617021,69,40,1,1,3.8,0,0,606.0,0,0,533.6666667,1,1,1.0,1,2,3.0,0,1,6.5,49.45450445,0.052710094,246800000.0,13.693002,0.711051831,20.14318373,559852396.0,19.11382792951231,2,11,2006,6,45,1886792.4528301887,14606000.9339077,11
1223,1,20000000,20000000.0,8.5,2,1,1,0,0,2,126.5,1,1,3.0,1,8/18/10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,82,1,2,1,7,2,70.14285714,21,0,0,297.0,337,18,0,0,189.5,0,0,179.0,0,0,127.5,0,0,81.0,0,0,254.0,0,0,527.0,4.950372516,0.04079602,25040000.0,8.129407,0.421003324,18.20436219,80547866.0,16.811242881518265,2,8,2010,3,33,243902.43902439025,2460204.0468634428,18
1224,0,100000000,100000000.0,16.33333333,3,1,1,0,0,2,181.5,2,1,6.0,1,3/23/17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,124,1,1,1,6,1,14.33333333,27,0,0,16.62962963,337,22,0,0,379.0,0,0,303.0,0,0,85.42857143,0,0,81.0,0,0,363.0,0,0,442.0,24.58035798,0.061477442,112600000.0,23.247298,0.689749702,18.77370974,142337240.0,18.420680753952364,1,3,2017,4,12,806451.6129032258,4301575.176607621,23
1225,0,0,1176002.625,10.0,1,1,1,0,0,4,100.0,1,1,9.0,0,9/19/14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,101,1,1,1,2,0,90.5,4,0,0,1299.0,337,9,0,0,379.0,0,0,606.0,0,0,400.25,0,0,81.0,0,0,363.0,0,0,681.0,0.289927465,0.050148957,0.0,5.843804,0.242159521,12.31494499,223003.0,13.977632489918951,3,9,2014,5,38,11643.590346534653,201239.23132945594,19
1226,0,28000000,28000000.0,7.5,2,1,1,0,0,1,400.0,1,1,3.0,1,2009/2/11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,91,1,2,1,5,0,44.4,12,0,0,1117.583333,337,5,0,0,220.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,6.923630623,0.045251119,34552000.0,6.062425,0.314810324,16.13066226,10126458.0,17.147715103853763,3,2,2009,3,7,307692.3076923077,4618613.838521713,11
1227,0,1750000,1750000.0,12.0,2,0,1,0,0,3,498.0,2,0,10.0,1,12/17/57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,109,1,1,1,8,0,95.375,7,0,0,2134.428571,329,8,0,0,305.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,223.0,0,0,681.0,0.413589463,0.052989791,710500.0,4.250819,0.541212293,14.60396837,2200000.0,14.375126917328105,4,12,2057,1,51,16055.045871559632,411685.3716895497,17
1228,0,20000000,20000000.0,8.25,4,0,1,0,1,5,181.8,1,1,3.0,1,8/31/07,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,105,1,1,1,12,1,26.58333333,13,0,0,1212.230769,235,62,1,1,30.0,0,0,151.5,0,0,585.25,0,0,81.0,0,0,145.0,0,0,197.5714286,4.965182896,0.052316891,26120000.0,6.612175,0.343136664,16.64722042,16974459.0,16.811242881518265,2,8,2007,5,35,190476.19047619047,3024723.332337695,31
1229,0,150000000,150000000.0,12.6,5,1,1,1,2,5,173.2,1,1,3.0,1,7/13/10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,109,1,1,1,18,2,26.38888889,14,0,0,1025.357143,157,5,0,1,63.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,503.0,37.12779387,0.054228856,187800000.0,12.533525,0.649082484,19.18746745,215283742.0,18.826145858727198,2,7,2010,2,28,1376146.7889908256,11967902.086603729,13
1230,1,15000,15000.0,9.0,2,1,1,0,0,2,249.0,1,1,3.0,1,9/14/07,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,86,1,1,1,5,1,9.0,5,0,0,460.8,337,11,0,0,379.0,0,0,160.0,0,0,387.0,0,0,81.0,0,0,363.0,0,0,681.0,0.003723887,0.042850025,19590.0,12.706424,0.659395726,19.08004258,193355800.0,9.61587214452889,3,9,2007,5,37,174.41860465116278,1180.5052310547799,14
1231,0,26000000,26000000.0,9.5,2,1,1,0,0,2,245.0,1,1,3.0,1,2008/11/5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,116,1,2,1,2,0,200.0,67,1,0,176.6268657,26,7,0,0,140.0,0,0,606.0,0,0,680.0,0,0,81.0,0,0,363.0,0,0,271.0,6.46762147,0.057855362,34892000.0,11.519662,0.62831806,18.51097142,109449237.0,17.073607134447293,2,11,2008,3,45,224137.93103448275,2257010.6657643253,5
1232,0,0,1612904.357,5.0,1,1,1,0,0,7,412.2857143,2,1,6.5,0,2009/12/7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,1,1,0,2,2,28.5,7,0,0,2801.285714,337,14,0,0,379.0,0,0,606.0,0,0,533.6666667,0,0,81.0,0,0,342.0,0,0,681.0,0.400418256,0.057797708,0.0,0.618434,0.032093431,13.06894994,473993.0,14.293547680246402,3,12,2009,1,50,13904.347905172415,2608046.059886746,7
1233,0,15000000,15000000.0,7.5,2,0,1,1,0,1,181.0,1,1,3.0,1,10/7/88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,123,1,1,1,1,0,400.0,47,0,0,99.04255319,337,13,0,0,379.0,0,0,606.0,0,0,597.8,0,0,81.0,0,0,286.0,0,0,326.0,3.795408264,0.061871227,24720000.0,5.764399,0.301065313,16.86156839,21032267.0,16.52356082573315,3,10,1988,5,40,121951.21951219512,2602179.342547246,7
1234,0,28000000,28000000.0,8.666666667,3,0,1,0,0,5,122.0,2,1,4.5,1,9/13/05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,136,1,2,1,12,4,7.416666667,45,0,0,257.1333333,86,65,0,1,17.2,0,0,160.0,0,0,198.1428571,0,0,81.0,0,1,96.0,0,0,94.0,6.965130814,0.067830424,37576000.0,11.476443,0.625960762,19.04361404,186438883.0,17.147715103853763,3,9,2005,2,37,205882.35294117648,2439780.3396052243,13
1235,0,7000000,7000000.0,7.0,2,1,1,0,0,3,356.3333333,2,0,8.5,1,2005/11/10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,90,1,1,1,14,3,7.785714286,15,0,0,864.7333333,250,15,0,0,379.0,0,0,303.0,0,0,193.8333333,0,0,81.0,0,0,363.0,0,0,517.0,1.73263038,0.044776119,8764000.0,15.280219,0.79132746,15.84955429,7644937.0,15.76142084987672,1,11,2005,4,45,77777.77777777778,458108.6174223026,10
1236,0,60000000,60000000.0,6.5,2,0,1,0,0,3,373.6666667,1,1,3.0,1,2010/9/3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,127,1,3,1,7,1,24.57142857,16,0,0,1282.0625,177,15,0,0,275.0,0,0,606.0,0,0,173.6666667,0,1,51.0,0,1,98.0,0,0,350.0,14.95510105,0.063404893,82680000.0,8.810961,0.433070556,18.1994621,80154140.0,17.909855136853043,3,9,2010,5,35,472440.94488188974,6809699.87269266,3
1237,1,11000000,11000000.0,8.0,2,0,1,0,0,3,165.3333333,2,1,3.5,1,8/12/83,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,109,1,1,0,5,1,48.6,13,0,0,2026.769231,337,8,0,0,337.0,0,0,275.0,0,0,646.0,0,0,81.0,0,0,357.0,0,0,681.0,2.79735289,0.054967221,19118000.0,8.046375,0.493356376,15.3178057,4491986.0,16.213405921671733,2,8,1983,5,32,100917.43119266054,1367075.2357428034,12
1238,1,1500000,1500000.0,7.0,1,0,1,0,0,6,85.0,1,1,3.0,1,8/15/03,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,93,1,1,1,16,4,10.6875,13,0,0,555.4615385,337,62,0,0,146.0,0,0,303.0,0,0,192.4285714,0,0,40.5,0,0,198.0,0,0,81.5,0.373877526,0.046430354,2067000.0,6.466688,0.317846393,17.23498637,30553394.0,14.220976332738882,2,8,2003,5,33,16129.032258064517,231957.9976643376,15
1239,0,1000000,1000000.0,8.0,3,0,1,0,0,2,200.0,1,1,3.0,1,2005/2/12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,98,1,1,1,31,1,13.87096774,19,0,0,822.4736842,337,17,0,0,379.0,0,0,606.0,0,0,533.6666667,0,1,32.0,0,0,255.0,0,0,113.5,0.247026786,0.048707753,1216000.0,5.760319,0.301247087,16.0279892,9138338.0,13.815511557963774,1,2,2005,6,6,10204.081632653062,173601.49672266413,12
1240,0,0,12000000.0,12.0,2,0,1,0,0,0,400.0,0,0,100.0,0,2012/7/12,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,139,0,1,0,0,0,400.0,6,0,0,467.5,308,3,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,2.964321427,0.069085487,0.0,0.704637,0.036850363,4.844187086,126.0,16.300417291085605,4,7,2012,4,28,86330.93525179857,17030045.257345274,12
1241,1,13800000,13800000.0,5.0,1,0,1,0,0,2,158.0,1,1,3.0,1,10/7/86,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,119,1,2,1,5,0,70.2,48,0,0,349.0833333,259,7,0,0,195.0,0,0,606.0,0,0,466.5,0,0,81.0,0,0,118.0,0,0,383.0,3.498811925,0.059919436,23239200.0,11.613655,0.830254235,17.77239187,52293982.0,16.440179222591198,3,10,1986,2,41,115966.38655462184,1188256.4102343319,7
1242,0,26000000,26000000.0,15.25,4,0,1,0,0,3,212.6666667,1,1,3.0,1,3/17/02,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,94,1,2,1,4,1,72.25,12,0,0,1158.333333,337,62,0,0,126.3333333,0,0,606.0,0,0,206.0,0,0,81.0,0,0,233.0,0,0,158.3333333,6.487019474,0.046953047,36296000.0,4.920175,0.264010505,17.4737577,38793283.0,17.073607134447293,1,3,2002,7,11,276595.74468085106,5284364.885395336,17
1243,0,105000000,105000000.0,9.666666667,3,1,1,0,2,3,117.0,2,1,3.5,1,9/27/13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,91,1,1,1,5,0,93.0,7,1,0,995.4285714,43,80,0,0,189.5,0,0,202.0,1,1,49.0,0,0,81.0,0,1,99.0,0,1,40.09090909,25.91204858,0.04520616,125790000.0,18.50194,0.951767165,20.38973905,716392705.0,18.46947091764561,3,9,2013,5,39,1153846.1538461538,5675080.559119746,27
1244,1,21000000,21000000.0,9.333333333,3,0,1,0,0,4,464.75,2,1,8.5,1,2010/2/2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,92,1,3,1,4,0,100.0,14,0,0,919.2142857,153,24,0,1,36.0,0,0,606.0,0,0,532.3333333,0,1,57.0,0,0,363.0,0,0,376.0,5.239515729,0.045954046,29316000.0,13.217421,0.709230463,17.59808373,43928932.0,16.860033043306743,3,2,2010,2,5,228260.86956521738,1588812.2198725455,2
1245,0,1200000,1200000.0,12.75,4,0,1,0,0,1,267.0,1,1,3.0,1,10/20/36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,115,1,1,1,19,1,21.05263158,23,0,0,338.5652174,337,10,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.289484756,0.056483301,940800.0,5.39865,1.027600935,14.82200792,2736000.0,13.997832948091215,3,10,2036,1,43,10434.782608695652,222277.79167013976,20
1246,0,11800000,11800000.0,7.0,2,1,1,0,0,3,883.0,2,1,3.5,1,11/20/15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,118,1,1,1,21,6,25.33333333,43,0,0,327.8604651,261,34,0,0,362.0,0,0,217.5714286,0,0,222.5833333,0,1,62.0,0,0,276.0,0,0,341.6666667,2.906242881,0.058560794,13711600.0,8.364201,0.418477157,17.51117037,40272135.0,16.283610174181653,3,11,2015,5,47,100000.0,1410774.3226161113,20
1247,1,1500000,1500000.0,9.0,2,1,0,0,0,1,674.0,1,0,18.0,0,2004/10/7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,78,0,2,1,12,1,0.333333333,20,0,0,389.35,337,31,0,0,189.5,0,0,606.0,0,0,320.2,0,0,81.0,0,0,363.0,0,0,222.6666667,0.372388717,0.038863976,1959000.0,8.504511,0.441338823,17.2315309,30448000.0,14.220976332738882,1,10,2004,4,41,19230.76923076923,176376.9839324095,7
1248,1,72000000,72000000.0,9.0,2,0,1,0,0,4,228.75,2,1,4.5,1,2011/4/5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,125,1,4,1,6,0,49.5,20,0,0,396.55,71,10,0,1,34.0,0,0,606.0,0,0,371.3333333,1,1,6.5,0,1,93.0,0,0,231.0,17.91033638,0.06234414,96624000.0,9.997032,0.545269102,18.38908686,96889998.0,18.09217669086922,3,4,2011,2,14,576000.0,7202137.5944380285,5
1249,1,225000000,225000000.0,17.33333333,3,0,1,0,2,7,32.57142857,4,1,2.0,1,5/15/08,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,150,1,1,1,12,2,16.25,21,0,1,149.3333333,337,83,1,2,21.33333333,0,0,606.0,0,1,85.91666667,1,1,6.0,0,1,88.0,1,1,74.2,55.80268567,0.074701195,289800000.0,12.490891,0.603273437,19.85493496,419651413.0,19.23161096461314,1,5,2008,4,20,1500000.0,18013126.52556171,15
1250,0,5000000,5000000.0,10.66666667,3,0,1,0,0,1,644.0,1,1,3.0,1,7/13/01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,94,1,1,1,0,0,400.0,12,0,0,1567.416667,142,5,1,1,13.0,0,0,606.0,0,1,313.5,0,0,81.0,0,0,294.0,0,0,681.0,1.248750937,0.046976512,7070000.0,3.531682,0.186442671,15.5158966,5476060.0,15.424948670398354,2,7,2001,5,28,53191.48936170213,1415756.0052122474,13
1251,1,7500000,7500000.0,9.5,2,0,1,0,0,2,198.0,1,1,3.0,1,10/12/89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,93,1,1,1,6,2,65.16666667,8,0,0,2577.375,119,6,0,0,379.0,0,0,606.0,0,0,659.0,0,0,81.0,0,0,174.0,0,0,681.0,1.895796413,0.046757164,12225000.0,5.795045,0.37467484,19.50587002,296000000.0,15.830413711839864,3,10,1989,4,41,80645.16129032258,1294209.1045022083,12
1252,0,0,36486922.0,5.5,2,0,1,0,0,2,133.5,2,0,8.5,1,1/20/95,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,122,1,1,1,11,2,25.36363636,9,0,0,2260.333333,320,5,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,252.0,0,0,681.0,9.167510757,0.061152882,0.0,9.518564,0.552582801,16.67094247,17381942.0,17.412464480384664,4,1,1995,5,3,299073.131147541,3833238.080870182,20
1253,0,0,12000000.0,6.333333333,3,0,1,0,0,0,400.0,0,0,100.0,0,4/11/97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113,1,1,1,1,0,211.0,10,0,0,2388.5,337,11,0,0,379.0,0,0,303.0,0,0,400.25,0,0,81.0,0,0,240.0,0,0,681.0,3.009020291,0.056584877,0.0,1.323422,0.07475459,10.95523532,57252.0,16.300417291085605,1,4,1997,5,15,106194.69026548673,9067402.536756983,11
1254,0,0,368001.1667,5.0,1,1,0,0,0,3,337.6666667,3,0,12.66666667,0,2010/6/10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,90,1,3,0,0,0,400.0,4,0,0,1946.75,337,2,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.091087143,0.044776119,0.0,1.764981,0.091404314,12.8158441,368001.1667,12.815844104905475,3,6,2010,4,23,4088.9018522222223,208501.4890811856,10
1255,0,0,39598448.0,2.0,1,0,0,0,0,2,200.0,3,0,13.66666667,0,8/25/75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105,1,1,0,1,0,400.0,13,0,0,662.8461538,337,5,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,10.15182131,0.0,0.0,1.62344,0.100369045,17.49430051,39598448.0,17.494300508791007,2,8,1975,1,35,377128.0761904762,24391691.716355395,25
1256,0,36000000,36000000.0,9.5,2,1,1,0,0,4,54.75,2,1,4.5,1,2004/4/3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,109,1,2,1,4,1,20.25,15,1,0,1401.133333,10,17,0,1,69.0,0,0,606.0,0,1,9.5,0,0,81.0,0,0,148.0,0,1,227.5,8.973060629,0.054418372,49608000.0,17.714247,0.87067901,17.60764417,44350926.0,17.399029524198163,1,4,2004,6,14,330275.2293577982,2032262.5059930575,3
1257,0,0,12738682.5,6.5,4,0,1,0,0,1,765.0,1,1,3.0,1,9/15/89,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,95,0,1,1,3,1,144.3333333,5,0,0,6567.2,144,1,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,3.219993145,0.047762695,0.0,1.714152,0.110827375,12.73024777,337812.0,16.360153866819,3,9,1989,5,37,134091.3947368421,7431477.780266861,15
1258,0,0,4788426.75,10.0,1,0,1,0,0,2,200.0,1,1,3.0,1,5/1/92,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107,1,1,0,1,0,400.0,7,0,0,3202.428571,337,9,0,0,308.0,0,0,606.0,0,0,800.5,0,0,81.0,0,0,363.0,0,0,681.0,1.20674131,0.053714859,0.0,3.968853,0.198850034,15.62918236,6132924.0,15.38171267959776,1,5,1992,5,18,44751.65186915888,1206501.4123727938,1
